"Industry","Date","Value","GEO"
"Management of companies",2019-08-01,4,NA
"Management of companies",2019-09-01,5,NA
"Management of companies",2019-10-01,6,NA
"Management of companies",2019-11-01,5,NA
"Management of companies",2019-12-01,5,NA
"Management of companies",2020-01-01,5,NA
"Management of companies",2020-02-01,7,NA
"Management of companies",2020-03-01,5,NA
"Management of companies",2020-04-01,4,NA
"Management of companies",2020-05-01,7,NA
"Management of companies",2020-06-01,8,NA
"Management of companies",2020-07-01,5,NA
"Management of companies",2020-08-01,6,NA
"Management of companies",2020-09-01,9,NA
"Management of companies",2020-10-01,1,NA
"Management of companies",2020-11-01,3,NA
"Management of companies",2020-12-01,8,NA
"Management of companies",2021-01-01,2,NA
"Management of companies",2021-02-01,6,NA
"Management of companies",2021-03-01,6,NA
"Management of companies",2021-04-01,6,NA
"Management of companies",2021-05-01,7,NA
"Management of companies",2021-06-01,5,NA
"Management of companies",2021-07-01,3,NA
"Management of companies",2021-08-01,3,NA
"Management of companies",2021-09-01,2,NA
"Management of companies",2021-10-01,2,NA
"Management of companies",2021-11-01,2,NA
"Management of companies",2021-12-01,7,NA
"Management of companies",2022-01-01,6,NA
"Management of companies",2022-02-01,6,NA
"Management of companies",2022-03-01,9,NA
"Management of companies",2022-04-01,3,NA
"Management of companies",2022-05-01,3,NA
"Management of companies",2022-06-01,4,NA
"Management of companies",2022-07-01,0,NA
"Management of companies",2022-08-01,3,NA
"Management of companies",2022-09-01,4,NA
"Management of companies",2022-10-01,13,NA
"Management of companies",2022-11-01,15,NA
"Management of companies",2022-12-01,4,NA
"Management of companies",2023-01-01,4,NA
"Management of companies",2023-02-01,4,NA
"Management of companies",2023-03-01,10,NA
"Management of companies",2023-04-01,6,NA
"Management of companies",2023-05-01,5,NA
"Management of companies",2023-06-01,4,NA
"Management of companies",2023-07-01,4,NA
"Management of companies",2023-08-01,4,NA
"Management of companies",2023-09-01,5,NA
"Management of companies",2023-10-01,14,NA
"Management of companies",2023-11-01,12,NA
"Management of companies",2023-12-01,11,NA
"Management of companies",2024-01-01,12,NA
"Management of companies",2024-02-01,17,NA
"Management of companies",2024-03-01,8,NA
"Management of companies",2024-04-01,11,NA
"Management of companies",2024-05-01,15,NA
"Management of companies",2024-06-01,14,NA
"Management of companies",2024-07-01,8,NA
"Management of companies",2024-08-01,10,NA
"Management of companies",2024-09-01,3,NA
"Management of companies",2024-10-01,10,NA
"Management of companies",2024-11-01,6,NA
"Management of companies",2024-12-01,12,NA
"Management of companies",2025-01-01,5,NA
"Management of companies",2025-02-01,11,NA
"Management of companies",2025-03-01,9,NA
"Management of companies",2025-04-01,16,NA
"Management of companies",2025-05-01,11,NA
"Administrative services",2011-01-01,12,NA
"Administrative services",2011-02-01,9,NA
"Administrative services",2011-03-01,15,NA
"Administrative services",2011-04-01,13,NA
"Administrative services",2011-05-01,12,NA
"Administrative services",2011-06-01,12,NA
"Administrative services",2011-07-01,4,NA
"Administrative services",2011-08-01,16,NA
"Administrative services",2011-09-01,22,NA
"Administrative services",2011-10-01,18,NA
"Administrative services",2011-11-01,18,NA
"Administrative services",2011-12-01,13,NA
"Administrative services",2012-01-01,12,NA
"Administrative services",2012-02-01,17,NA
"Administrative services",2012-03-01,10,NA
"Administrative services",2012-04-01,9,NA
"Administrative services",2012-05-01,16,NA
"Administrative services",2012-06-01,15,NA
"Administrative services",2012-07-01,10,NA
"Administrative services",2012-08-01,8,NA
"Administrative services",2012-09-01,15,NA
"Administrative services",2012-10-01,11,NA
"Administrative services",2012-11-01,11,NA
"Administrative services",2012-12-01,12,NA
"Administrative services",2013-01-01,17,NA
"Administrative services",2013-02-01,8,NA
"Administrative services",2013-03-01,13,NA
"Administrative services",2013-04-01,13,NA
"Administrative services",2013-05-01,14,NA
"Administrative services",2013-06-01,15,NA
"Administrative services",2013-07-01,14,NA
"Administrative services",2013-08-01,13,NA
"Administrative services",2013-09-01,9,NA
"Administrative services",2013-10-01,10,NA
"Administrative services",2013-11-01,7,NA
"Administrative services",2013-12-01,15,NA
"Administrative services",2014-01-01,5,NA
"Administrative services",2014-02-01,11,NA
"Administrative services",2014-03-01,9,NA
"Administrative services",2014-04-01,19,NA
"Administrative services",2014-05-01,11,NA
"Administrative services",2014-06-01,17,NA
"Administrative services",2014-07-01,14,NA
"Administrative services",2014-08-01,15,NA
"Administrative services",2014-09-01,15,NA
"Administrative services",2014-10-01,18,NA
"Administrative services",2014-11-01,11,NA
"Administrative services",2014-12-01,12,NA
"Administrative services",2015-01-01,10,NA
"Administrative services",2015-02-01,8,NA
"Administrative services",2015-03-01,17,NA
"Administrative services",2015-04-01,15,NA
"Administrative services",2015-05-01,11,NA
"Administrative services",2015-06-01,15,NA
"Administrative services",2015-07-01,18,NA
"Administrative services",2015-08-01,9,NA
"Administrative services",2015-09-01,11,NA
"Administrative services",2015-10-01,8,NA
"Administrative services",2015-11-01,14,NA
"Administrative services",2015-12-01,12,NA
"Administrative services",2016-01-01,11,NA
"Administrative services",2016-02-01,12,NA
"Administrative services",2016-03-01,8,NA
"Administrative services",2016-04-01,9,NA
"Administrative services",2016-05-01,16,NA
"Administrative services",2016-06-01,12,NA
"Administrative services",2016-07-01,9,NA
"Administrative services",2016-08-01,12,NA
"Administrative services",2016-09-01,11,NA
"Administrative services",2016-10-01,16,NA
"Administrative services",2016-11-01,11,NA
"Administrative services",2016-12-01,16,NA
"Administrative services",2017-01-01,10,NA
"Administrative services",2017-02-01,16,NA
"Administrative services",2017-03-01,8,NA
"Administrative services",2017-04-01,13,NA
"Administrative services",2017-05-01,16,NA
"Administrative services",2017-06-01,6,NA
"Administrative services",2017-07-01,7,NA
"Administrative services",2017-08-01,6,NA
"Administrative services",2017-09-01,5,NA
"Administrative services",2017-10-01,7,NA
"Administrative services",2017-11-01,7,NA
"Administrative services",2017-12-01,9,NA
"Administrative services",2018-01-01,4,NA
"Administrative services",2018-02-01,17,NA
"Administrative services",2018-03-01,13,NA
"Administrative services",2018-04-01,13,NA
"Administrative services",2018-05-01,11,NA
"Administrative services",2018-06-01,10,NA
"Administrative services",2018-07-01,3,NA
"Administrative services",2018-08-01,4,NA
"Administrative services",2018-09-01,10,NA
"Administrative services",2018-10-01,10,NA
"Administrative services",2018-11-01,7,NA
"Administrative services",2018-12-01,7,NA
"Administrative services",2019-01-01,8,NA
"Administrative services",2019-02-01,11,NA
"Administrative services",2019-03-01,9,NA
"Administrative services",2019-04-01,11,NA
"Administrative services",2019-05-01,15,NA
"Administrative services",2019-06-01,13,NA
"Administrative services",2019-07-01,6,NA
"Administrative services",2019-08-01,10,NA
"Administrative services",2019-09-01,11,NA
"Administrative services",2019-10-01,13,NA
"Administrative services",2019-11-01,4,NA
"Administrative services",2019-12-01,13,NA
"Administrative services",2020-01-01,8,NA
"Administrative services",2020-02-01,5,NA
"Administrative services",2020-03-01,5,NA
"Administrative services",2020-04-01,5,NA
"Administrative services",2020-05-01,4,NA
"Administrative services",2020-06-01,3,NA
"Administrative services",2020-07-01,12,NA
"Administrative services",2020-08-01,4,NA
"Administrative services",2020-09-01,14,NA
"Administrative services",2020-10-01,10,NA
"Administrative services",2020-11-01,5,NA
"Administrative services",2020-12-01,9,NA
"Administrative services",2021-01-01,6,NA
"Administrative services",2021-02-01,10,NA
"Administrative services",2021-03-01,10,NA
"Administrative services",2021-04-01,10,NA
"Administrative services",2021-05-01,2,NA
"Administrative services",2021-06-01,11,NA
"Administrative services",2021-07-01,10,NA
"Administrative services",2021-08-01,4,NA
"Administrative services",2021-09-01,16,NA
"Administrative services",2021-10-01,9,NA
"Administrative services",2021-11-01,8,NA
"Administrative services",2021-12-01,15,NA
"Administrative services",2022-01-01,8,NA
"Administrative services",2022-02-01,17,NA
"Administrative services",2022-03-01,13,NA
"Administrative services",2022-04-01,10,NA
"Administrative services",2022-05-01,11,NA
"Administrative services",2022-06-01,11,NA
"Administrative services",2022-07-01,4,NA
"Administrative services",2022-08-01,7,NA
"Administrative services",2022-09-01,12,NA
"Administrative services",2022-10-01,7,NA
"Administrative services",2022-11-01,12,NA
"Administrative services",2022-12-01,10,NA
"Administrative services",2023-01-01,3,NA
"Administrative services",2023-02-01,11,NA
"Administrative services",2023-03-01,14,NA
"Administrative services",2023-04-01,9,NA
"Administrative services",2023-05-01,14,NA
"Administrative services",2023-06-01,15,NA
"Administrative services",2023-07-01,19,NA
"Administrative services",2023-08-01,11,NA
"Administrative services",2023-09-01,18,NA
"Administrative services",2023-10-01,21,NA
"Administrative services",2023-11-01,20,NA
"Administrative services",2023-12-01,20,NA
"Administrative services",2024-01-01,24,NA
"Administrative services",2024-02-01,19,NA
"Administrative services",2024-03-01,24,NA
"Administrative services",2024-04-01,38,NA
"Administrative services",2024-05-01,27,NA
"Administrative services",2024-06-01,24,NA
"Administrative services",2024-07-01,16,NA
"Administrative services",2024-08-01,20,NA
"Administrative services",2024-09-01,13,NA
"Administrative services",2024-10-01,21,NA
"Administrative services",2024-11-01,23,NA
"Administrative services",2024-12-01,14,NA
"Administrative services",2025-01-01,21,NA
"Administrative services",2025-02-01,16,NA
"Administrative services",2025-03-01,16,NA
"Administrative services",2025-04-01,11,NA
"Administrative services",2025-05-01,14,NA
"Education",2011-01-01,3,NA
"Education",2011-02-01,0,NA
"Education",2011-03-01,3,NA
"Education",2011-04-01,4,NA
"Education",2011-05-01,0,NA
"Education",2011-06-01,1,NA
"Education",2011-07-01,0,NA
"Education",2011-08-01,3,NA
"Education",2011-09-01,1,NA
"Education",2011-10-01,3,NA
"Education",2011-11-01,2,NA
"Education",2011-12-01,3,NA
"Education",2012-01-01,0,NA
"Education",2012-02-01,5,NA
"Education",2012-03-01,3,NA
"Education",2012-04-01,1,NA
"Education",2012-05-01,3,NA
"Education",2012-06-01,2,NA
"Education",2012-07-01,4,NA
"Education",2012-08-01,0,NA
"Education",2012-09-01,2,NA
"Education",2012-10-01,2,NA
"Education",2012-11-01,2,NA
"Education",2012-12-01,2,NA
"Education",2013-01-01,3,NA
"Education",2013-02-01,1,NA
"Education",2013-03-01,1,NA
"Education",2013-04-01,3,NA
"Education",2013-05-01,0,NA
"Education",2013-06-01,2,NA
"Education",2013-07-01,5,NA
"Education",2013-08-01,3,NA
"Education",2013-09-01,2,NA
"Education",2013-10-01,4,NA
"Education",2013-11-01,1,NA
"Education",2013-12-01,1,NA
"Education",2014-01-01,2,NA
"Education",2014-02-01,5,NA
"Education",2014-03-01,5,NA
"Education",2014-04-01,7,NA
"Education",2014-05-01,7,NA
"Education",2014-06-01,5,NA
"Education",2014-07-01,0,NA
"Education",2014-08-01,3,NA
"Education",2014-09-01,1,NA
"Education",2014-10-01,4,NA
"Education",2014-11-01,3,NA
"Education",2014-12-01,2,NA
"Education",2015-01-01,3,NA
"Education",2015-02-01,6,NA
"Education",2015-03-01,3,NA
"Education",2015-04-01,3,NA
"Education",2015-05-01,2,NA
"Education",2015-06-01,2,NA
"Education",2015-07-01,0,NA
"Education",2015-08-01,2,NA
"Education",2015-09-01,2,NA
"Education",2015-10-01,1,NA
"Education",2015-11-01,2,NA
"Education",2015-12-01,4,NA
"Education",2016-01-01,0,NA
"Education",2016-02-01,4,NA
"Education",2016-03-01,2,NA
"Education",2016-04-01,0,NA
"Education",2016-05-01,2,NA
"Education",2016-06-01,3,NA
"Education",2016-07-01,0,NA
"Education",2016-08-01,2,NA
"Education",2016-09-01,1,NA
"Education",2016-10-01,3,NA
"Education",2016-11-01,2,NA
"Education",2016-12-01,1,NA
"Education",2017-01-01,0,NA
"Education",2017-02-01,6,NA
"Education",2017-03-01,14,NA
"Education",2017-04-01,1,NA
"Education",2017-05-01,0,NA
"Education",2017-06-01,2,NA
"Education",2017-07-01,0,NA
"Education",2017-08-01,3,NA
"Education",2017-09-01,0,NA
"Education",2017-10-01,3,NA
"Education",2017-11-01,1,NA
"Education",2017-12-01,1,NA
"Education",2018-01-01,2,NA
"Education",2018-02-01,2,NA
"Education",2018-03-01,1,NA
"Education",2018-04-01,4,NA
"Education",2018-05-01,0,NA
"Education",2018-06-01,2,NA
"Education",2018-07-01,1,NA
"Education",2018-08-01,4,NA
"Education",2018-09-01,0,NA
"Education",2018-10-01,2,NA
"Education",2018-11-01,2,NA
"Education",2018-12-01,2,NA
"Education",2019-01-01,0,NA
"Education",2019-02-01,3,NA
"Education",2019-03-01,3,NA
"Education",2019-04-01,2,NA
"Education",2019-05-01,1,NA
"Education",2019-06-01,2,NA
"Education",2019-07-01,2,NA
"Education",2019-08-01,3,NA
"Education",2019-09-01,2,NA
"Education",2019-10-01,3,NA
"Education",2019-11-01,1,NA
"Education",2019-12-01,1,NA
"Education",2020-01-01,3,NA
"Education",2020-02-01,4,NA
"Education",2020-03-01,0,NA
"Education",2020-04-01,0,NA
"Education",2020-05-01,2,NA
"Education",2020-06-01,6,NA
"Education",2020-07-01,3,NA
"Education",2020-08-01,2,NA
"Education",2020-09-01,2,NA
"Education",2020-10-01,3,NA
"Education",2020-11-01,4,NA
"Education",2020-12-01,3,NA
"Education",2021-01-01,1,NA
"Education",2021-02-01,3,NA
"Education",2021-03-01,0,NA
"Education",2021-04-01,0,NA
"Education",2021-05-01,4,NA
"Education",2021-06-01,1,NA
"Education",2021-07-01,0,NA
"Education",2021-08-01,1,NA
"Education",2021-09-01,3,NA
"Education",2021-10-01,2,NA
"Education",2021-11-01,2,NA
"Education",2021-12-01,2,NA
"Education",2022-01-01,2,NA
"Education",2022-02-01,1,NA
"Education",2022-03-01,3,NA
"Education",2022-04-01,2,NA
"Education",2022-05-01,0,NA
"Education",2022-06-01,0,NA
"Education",2022-07-01,1,NA
"Education",2022-08-01,2,NA
"Education",2022-09-01,1,NA
"Education",2022-10-01,4,NA
"Education",2022-11-01,7,NA
"Education",2022-12-01,5,NA
"Education",2023-01-01,5,NA
"Education",2023-02-01,5,NA
"Education",2023-03-01,3,NA
"Education",2023-04-01,4,NA
"Education",2023-05-01,3,NA
"Education",2023-06-01,0,NA
"Education",2023-07-01,2,NA
"Education",2023-08-01,2,NA
"Education",2023-09-01,2,NA
"Education",2023-10-01,5,NA
"Education",2023-11-01,6,NA
"Education",2023-12-01,5,NA
"Education",2024-01-01,12,NA
"Education",2024-02-01,5,NA
"Education",2024-03-01,4,NA
"Education",2024-04-01,3,NA
"Education",2024-05-01,6,NA
"Education",2024-06-01,4,NA
"Education",2024-07-01,9,NA
"Education",2024-08-01,4,NA
"Education",2024-09-01,4,NA
"Education",2024-10-01,3,NA
"Education",2024-11-01,2,NA
"Education",2024-12-01,5,NA
"Education",2025-01-01,3,NA
"Education",2025-02-01,3,NA
"Education",2025-03-01,2,NA
"Education",2025-04-01,4,NA
"Education",2025-05-01,4,NA
"Health care, social assistance",2011-01-01,6,NA
"Health care, social assistance",2011-02-01,4,NA
"Health care, social assistance",2011-03-01,13,NA
"Health care, social assistance",2011-04-01,8,NA
"Health care, social assistance",2011-05-01,8,NA
"Health care, social assistance",2011-06-01,5,NA
"Health care, social assistance",2011-07-01,2,NA
"Health care, social assistance",2011-08-01,3,NA
"Health care, social assistance",2011-09-01,7,NA
"Health care, social assistance",2011-10-01,2,NA
"Health care, social assistance",2011-11-01,3,NA
"Health care, social assistance",2011-12-01,2,NA
"Health care, social assistance",2012-01-01,6,NA
"Health care, social assistance",2012-02-01,2,NA
"Health care, social assistance",2012-03-01,3,NA
"Health care, social assistance",2012-04-01,4,NA
"Health care, social assistance",2012-05-01,4,NA
"Health care, social assistance",2012-06-01,3,NA
"Health care, social assistance",2012-07-01,4,NA
"Health care, social assistance",2012-08-01,6,NA
"Health care, social assistance",2012-09-01,5,NA
"Health care, social assistance",2012-10-01,2,NA
"Health care, social assistance",2012-11-01,2,NA
"Health care, social assistance",2012-12-01,3,NA
"Health care, social assistance",2013-01-01,2,NA
"Health care, social assistance",2013-02-01,4,NA
"Health care, social assistance",2013-03-01,2,NA
"Health care, social assistance",2013-04-01,8,NA
"Health care, social assistance",2013-05-01,4,NA
"Health care, social assistance",2013-06-01,5,NA
"Health care, social assistance",2013-07-01,2,NA
"Health care, social assistance",2013-08-01,2,NA
"Health care, social assistance",2013-09-01,6,NA
"Health care, social assistance",2013-10-01,3,NA
"Health care, social assistance",2013-11-01,9,NA
"Health care, social assistance",2013-12-01,4,NA
"Health care, social assistance",2014-01-01,1,NA
"Health care, social assistance",2014-02-01,6,NA
"Health care, social assistance",2014-03-01,8,NA
"Health care, social assistance",2014-04-01,6,NA
"Health care, social assistance",2014-05-01,8,NA
"Health care, social assistance",2014-06-01,2,NA
"Health care, social assistance",2014-07-01,6,NA
"Health care, social assistance",2014-08-01,2,NA
"Health care, social assistance",2014-09-01,5,NA
"Health care, social assistance",2014-10-01,17,NA
"Health care, social assistance",2014-11-01,7,NA
"Health care, social assistance",2014-12-01,5,NA
"Health care, social assistance",2015-01-01,4,NA
"Health care, social assistance",2015-02-01,2,NA
"Health care, social assistance",2015-03-01,7,NA
"Health care, social assistance",2015-04-01,4,NA
"Health care, social assistance",2015-05-01,5,NA
"Health care, social assistance",2015-06-01,5,NA
"Health care, social assistance",2015-07-01,2,NA
"Health care, social assistance",2015-08-01,4,NA
"Health care, social assistance",2015-09-01,11,NA
"Health care, social assistance",2015-10-01,5,NA
"Health care, social assistance",2015-11-01,5,NA
"Health care, social assistance",2015-12-01,2,NA
"Health care, social assistance",2016-01-01,4,NA
"Health care, social assistance",2016-02-01,1,NA
"Health care, social assistance",2016-03-01,6,NA
"Health care, social assistance",2016-04-01,3,NA
"Health care, social assistance",2016-05-01,4,NA
"Health care, social assistance",2016-06-01,7,NA
"Health care, social assistance",2016-07-01,3,NA
"Health care, social assistance",2016-08-01,6,NA
"Health care, social assistance",2016-09-01,4,NA
"Health care, social assistance",2016-10-01,4,NA
"Health care, social assistance",2016-11-01,6,NA
"Health care, social assistance",2016-12-01,4,NA
"Health care, social assistance",2017-01-01,3,NA
"Health care, social assistance",2017-02-01,4,NA
"Health care, social assistance",2017-03-01,9,NA
"Health care, social assistance",2017-04-01,5,NA
"Health care, social assistance",2017-05-01,5,NA
"Health care, social assistance",2017-06-01,6,NA
"Health care, social assistance",2017-07-01,7,NA
"Health care, social assistance",2017-08-01,3,NA
"Health care, social assistance",2017-09-01,2,NA
"Health care, social assistance",2017-10-01,7,NA
"Health care, social assistance",2017-11-01,5,NA
"Health care, social assistance",2017-12-01,6,NA
"Health care, social assistance",2018-01-01,1,NA
"Health care, social assistance",2018-02-01,6,NA
"Health care, social assistance",2018-03-01,5,NA
"Health care, social assistance",2018-04-01,8,NA
"Health care, social assistance",2018-05-01,4,NA
"Health care, social assistance",2018-06-01,1,NA
"Health care, social assistance",2018-07-01,2,NA
"Health care, social assistance",2018-08-01,7,NA
"Health care, social assistance",2018-09-01,6,NA
"Health care, social assistance",2018-10-01,2,NA
"Health care, social assistance",2018-11-01,4,NA
"Health care, social assistance",2018-12-01,2,NA
"Health care, social assistance",2019-01-01,6,NA
"Health care, social assistance",2019-02-01,1,NA
"Health care, social assistance",2019-03-01,11,NA
"Health care, social assistance",2019-04-01,7,NA
"Health care, social assistance",2019-05-01,1,NA
"Health care, social assistance",2019-06-01,7,NA
"Health care, social assistance",2019-07-01,3,NA
"Health care, social assistance",2019-08-01,3,NA
"Health care, social assistance",2019-09-01,5,NA
"Health care, social assistance",2019-10-01,7,NA
"Health care, social assistance",2019-11-01,6,NA
"Health care, social assistance",2019-12-01,1,NA
"Health care, social assistance",2020-01-01,6,NA
"Health care, social assistance",2020-02-01,3,NA
"Health care, social assistance",2020-03-01,1,NA
"Health care, social assistance",2020-04-01,2,NA
"Health care, social assistance",2020-05-01,4,NA
"Health care, social assistance",2020-06-01,8,NA
"Health care, social assistance",2020-07-01,4,NA
"Health care, social assistance",2020-08-01,1,NA
"Health care, social assistance",2020-09-01,5,NA
"Health care, social assistance",2020-10-01,11,NA
"Health care, social assistance",2020-11-01,4,NA
"Health care, social assistance",2020-12-01,4,NA
"Health care, social assistance",2021-01-01,2,NA
"Health care, social assistance",2021-02-01,6,NA
"Health care, social assistance",2021-03-01,6,NA
"Health care, social assistance",2021-04-01,6,NA
"Health care, social assistance",2021-05-01,2,NA
"Health care, social assistance",2021-06-01,1,NA
"Health care, social assistance",2021-07-01,2,NA
"Health care, social assistance",2021-08-01,5,NA
"Health care, social assistance",2021-09-01,7,NA
"Health care, social assistance",2021-10-01,3,NA
"Health care, social assistance",2021-11-01,4,NA
"Health care, social assistance",2021-12-01,7,NA
"Health care, social assistance",2022-01-01,9,NA
"Health care, social assistance",2022-02-01,5,NA
"Health care, social assistance",2022-03-01,4,NA
"Health care, social assistance",2022-04-01,2,NA
"Health care, social assistance",2022-05-01,7,NA
"Health care, social assistance",2022-06-01,7,NA
"Health care, social assistance",2022-07-01,8,NA
"Health care, social assistance",2022-08-01,6,NA
"Health care, social assistance",2022-09-01,5,NA
"Health care, social assistance",2022-10-01,6,NA
"Health care, social assistance",2022-11-01,2,NA
"Health care, social assistance",2022-12-01,6,NA
"Health care, social assistance",2023-01-01,1,NA
"Health care, social assistance",2023-02-01,2,NA
"Health care, social assistance",2023-03-01,6,NA
"Health care, social assistance",2023-04-01,5,NA
"Health care, social assistance",2023-05-01,8,NA
"Health care, social assistance",2023-06-01,12,NA
"Health care, social assistance",2023-07-01,4,NA
"Health care, social assistance",2023-08-01,9,NA
"Health care, social assistance",2023-09-01,5,NA
"Health care, social assistance",2023-10-01,7,NA
"Health care, social assistance",2023-11-01,9,NA
"Health care, social assistance",2023-12-01,8,NA
"Health care, social assistance",2024-01-01,18,NA
"Health care, social assistance",2024-02-01,12,NA
"Health care, social assistance",2024-03-01,10,NA
"Health care, social assistance",2024-04-01,12,NA
"Health care, social assistance",2024-05-01,11,NA
"Health care, social assistance",2024-06-01,16,NA
"Health care, social assistance",2024-07-01,7,NA
"Health care, social assistance",2024-08-01,12,NA
"Health care, social assistance",2024-09-01,6,NA
"Health care, social assistance",2024-10-01,2,NA
"Health care, social assistance",2024-11-01,11,NA
"Health care, social assistance",2024-12-01,9,NA
"Health care, social assistance",2025-01-01,12,NA
"Health care, social assistance",2025-02-01,5,NA
"Health care, social assistance",2025-03-01,14,NA
"Health care, social assistance",2025-04-01,12,NA
"Health care, social assistance",2025-05-01,8,NA
"Arts, entertainment, recreation",2011-01-01,2,NA
"Arts, entertainment, recreation",2011-02-01,6,NA
"Arts, entertainment, recreation",2011-03-01,5,NA
"Arts, entertainment, recreation",2011-04-01,5,NA
"Arts, entertainment, recreation",2011-05-01,10,NA
"Arts, entertainment, recreation",2011-06-01,12,NA
"Arts, entertainment, recreation",2011-07-01,4,NA
"Arts, entertainment, recreation",2011-08-01,4,NA
"Arts, entertainment, recreation",2011-09-01,8,NA
"Arts, entertainment, recreation",2011-10-01,3,NA
"Arts, entertainment, recreation",2011-11-01,9,NA
"Arts, entertainment, recreation",2011-12-01,6,NA
"Arts, entertainment, recreation",2012-01-01,2,NA
"Arts, entertainment, recreation",2012-02-01,9,NA
"Arts, entertainment, recreation",2012-03-01,7,NA
"Arts, entertainment, recreation",2012-04-01,4,NA
"Arts, entertainment, recreation",2012-05-01,5,NA
"Arts, entertainment, recreation",2012-06-01,5,NA
"Arts, entertainment, recreation",2012-07-01,4,NA
"Arts, entertainment, recreation",2012-08-01,3,NA
"Arts, entertainment, recreation",2012-09-01,4,NA
"Arts, entertainment, recreation",2012-10-01,5,NA
"Arts, entertainment, recreation",2012-11-01,8,NA
"Arts, entertainment, recreation",2012-12-01,6,NA
"Arts, entertainment, recreation",2013-01-01,4,NA
"Arts, entertainment, recreation",2013-02-01,8,NA
"Arts, entertainment, recreation",2013-03-01,6,NA
"Arts, entertainment, recreation",2013-04-01,9,NA
"Arts, entertainment, recreation",2013-05-01,5,NA
"Arts, entertainment, recreation",2013-06-01,4,NA
"Arts, entertainment, recreation",2013-07-01,8,NA
"Arts, entertainment, recreation",2013-08-01,6,NA
"Arts, entertainment, recreation",2013-09-01,6,NA
"Arts, entertainment, recreation",2013-10-01,4,NA
"Arts, entertainment, recreation",2013-11-01,3,NA
"Arts, entertainment, recreation",2013-12-01,5,NA
"Arts, entertainment, recreation",2014-01-01,1,NA
"Arts, entertainment, recreation",2014-02-01,11,NA
"Arts, entertainment, recreation",2014-03-01,10,NA
"Arts, entertainment, recreation",2014-04-01,6,NA
"Arts, entertainment, recreation",2014-05-01,10,NA
"Arts, entertainment, recreation",2014-06-01,1,NA
"Arts, entertainment, recreation",2014-07-01,4,NA
"Arts, entertainment, recreation",2014-08-01,5,NA
"Arts, entertainment, recreation",2014-09-01,7,NA
"Arts, entertainment, recreation",2014-10-01,6,NA
"Arts, entertainment, recreation",2014-11-01,3,NA
"Arts, entertainment, recreation",2014-12-01,4,NA
"Arts, entertainment, recreation",2015-01-01,3,NA
"Arts, entertainment, recreation",2015-02-01,7,NA
"Arts, entertainment, recreation",2015-03-01,7,NA
"Arts, entertainment, recreation",2015-04-01,4,NA
"Arts, entertainment, recreation",2015-05-01,7,NA
"Arts, entertainment, recreation",2015-06-01,2,NA
"Arts, entertainment, recreation",2015-07-01,5,NA
"Arts, entertainment, recreation",2015-08-01,4,NA
"Arts, entertainment, recreation",2015-09-01,0,NA
"Arts, entertainment, recreation",2015-10-01,4,NA
"Arts, entertainment, recreation",2015-11-01,8,NA
"Arts, entertainment, recreation",2015-12-01,1,NA
"Arts, entertainment, recreation",2016-01-01,6,NA
"Arts, entertainment, recreation",2016-02-01,9,NA
"Arts, entertainment, recreation",2016-03-01,8,NA
"Arts, entertainment, recreation",2016-04-01,6,NA
"Arts, entertainment, recreation",2016-05-01,7,NA
"Arts, entertainment, recreation",2016-06-01,6,NA
"Arts, entertainment, recreation",2016-07-01,2,NA
"Arts, entertainment, recreation",2016-08-01,4,NA
"Arts, entertainment, recreation",2016-09-01,3,NA
"Arts, entertainment, recreation",2016-10-01,5,NA
"Arts, entertainment, recreation",2016-11-01,4,NA
"Arts, entertainment, recreation",2016-12-01,4,NA
"Arts, entertainment, recreation",2017-01-01,3,NA
"Arts, entertainment, recreation",2017-02-01,3,NA
"Arts, entertainment, recreation",2017-03-01,6,NA
"Arts, entertainment, recreation",2017-04-01,7,NA
"Arts, entertainment, recreation",2017-05-01,6,NA
"Arts, entertainment, recreation",2017-06-01,3,NA
"Arts, entertainment, recreation",2017-07-01,2,NA
"Arts, entertainment, recreation",2017-08-01,7,NA
"Arts, entertainment, recreation",2017-09-01,1,NA
"Arts, entertainment, recreation",2017-10-01,7,NA
"Arts, entertainment, recreation",2017-11-01,8,NA
"Arts, entertainment, recreation",2017-12-01,6,NA
"Arts, entertainment, recreation",2018-01-01,8,NA
"Arts, entertainment, recreation",2018-02-01,6,NA
"Arts, entertainment, recreation",2018-03-01,4,NA
"Arts, entertainment, recreation",2018-04-01,2,NA
"Arts, entertainment, recreation",2018-05-01,6,NA
"Arts, entertainment, recreation",2018-06-01,5,NA
"Arts, entertainment, recreation",2018-07-01,5,NA
"Arts, entertainment, recreation",2018-08-01,2,NA
"Arts, entertainment, recreation",2018-09-01,6,NA
"Arts, entertainment, recreation",2018-10-01,3,NA
"Arts, entertainment, recreation",2018-11-01,1,NA
"Arts, entertainment, recreation",2018-12-01,4,NA
"Arts, entertainment, recreation",2019-01-01,7,NA
"Arts, entertainment, recreation",2019-02-01,5,NA
"Arts, entertainment, recreation",2019-03-01,4,NA
"Arts, entertainment, recreation",2019-04-01,4,NA
"Arts, entertainment, recreation",2019-05-01,5,NA
"Arts, entertainment, recreation",2019-06-01,5,NA
"Arts, entertainment, recreation",2019-07-01,9,NA
"Arts, entertainment, recreation",2019-08-01,7,NA
"Arts, entertainment, recreation",2019-09-01,4,NA
"Arts, entertainment, recreation",2019-10-01,2,NA
"Arts, entertainment, recreation",2019-11-01,5,NA
