"dataPoints.date","dataPoints.nSeriesData","description","Haver_code"
"2011-08-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2011-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2011-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2011-11-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2011-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-03-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2012-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2013-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-04-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2014-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-05-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-08-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-09-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-10-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2015-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-01-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-02-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-08-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2016-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-03-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-05-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-09-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2017-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-01-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-05-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2018-12-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2019-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-07-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-09-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2020-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-04-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-05-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-11-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2021-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-04-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-07-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-08-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-11-01",4,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2022-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-01-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-03-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-05-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-06-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-07-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-08-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-09-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2023-12-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-01-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-02-01",6,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-03-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-04-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-05-01",2,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-06-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-07-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-08-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-09-01",3,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-10-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-11-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2024-12-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2025-01-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2025-02-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2025-03-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2025-04-01",0,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"2025-05-01",1,"Canada: Bankruptcies: Public Administration [V25654062] (Number)","V25B4062@CANADA"
"1950-10-01",1.0533,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1950-11-01",1.0403,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1950-12-01",1.0531,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-01-01",1.0519,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-02-01",1.0491,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-03-01",1.0473,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-04-01",1.0596,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-05-01",1.0637,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-06-01",1.0694,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-07-01",1.0607,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-08-01",1.0558,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-09-01",1.0556,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-10-01",1.0509,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-11-01",1.0434,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1951-12-01",1.0259,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-01-01",1.0048,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-02-01",1.001,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-03-01",0.9959,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-04-01",0.9809,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-05-01",0.9838,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-06-01",0.9792,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-07-01",0.9691,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-08-01",0.9613,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-09-01",0.9598,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-10-01",0.9643,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-11-01",0.9766,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1952-12-01",0.9706,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-01-01",0.9705,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-02-01",0.9773,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-03-01",0.9833,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-04-01",0.9837,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-05-01",0.9941,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-06-01",0.9944,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-07-01",0.9918,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-08-01",0.9883,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-09-01",0.9843,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-10-01",0.9825,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-11-01",0.9777,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1953-12-01",0.9731,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-01-01",0.9729,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-02-01",0.9665,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-03-01",0.9708,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-04-01",0.9825,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-05-01",0.9843,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-06-01",0.9813,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-07-01",0.9744,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-08-01",0.9702,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-09-01",0.9697,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-10-01",0.9699,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-11-01",0.9692,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1954-12-01",0.968,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-01-01",0.966,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-02-01",0.9769,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-03-01",0.9843,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-04-01",0.9862,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-05-01",0.9859,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-06-01",0.9844,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-07-01",0.9846,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-08-01",0.9851,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-09-01",0.9878,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-10-01",0.9953,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-11-01",0.9994,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1955-12-01",0.9995,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-01-01",0.9987,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-02-01",0.9991,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-03-01",0.9987,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-04-01",0.9968,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-05-01",0.9918,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-06-01",0.9853,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-07-01",0.9819,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-08-01",0.9812,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-09-01",0.9777,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-10-01",0.9733,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-11-01",0.9644,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1956-12-01",0.9605,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-01-01",0.9607,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-02-01",0.9583,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-03-01",0.9561,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-04-01",0.9597,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-05-01",0.9556,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-06-01",0.9532,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-07-01",0.9509,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-08-01",0.948,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-09-01",0.9592,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-10-01",0.9647,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-11-01",0.9624,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1957-12-01",0.9774,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-01-01",0.9847,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-02-01",0.981,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-03-01",0.9774,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-04-01",0.9706,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-05-01",0.9669,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-06-01",0.9618,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-07-01",0.96,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-08-01",0.9646,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-09-01",0.9769,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-10-01",0.9707,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-11-01",0.9684,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1958-12-01",0.9646,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
"1959-01-01",0.9669,"Canada: U.S. Dollar Exchange Rate (Avg, C$/US$)","V37426@CANADA"
