"Date","description","Value","Macrobond_Code"
2006-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",5.1,"calama0065"
2006-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.4,"calama0065"
2007-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",5.3,"calama0065"
2007-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",5.4,"calama0065"
2007-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.5,"calama0065"
2007-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.4,"calama0065"
2008-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.1,"calama0065"
2008-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.9,"calama0065"
2008-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2,"calama0065"
2008-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.2,"calama0065"
2009-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.5,"calama0065"
2009-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.5,"calama0065"
2009-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.3,"calama0065"
2009-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.9,"calama0065"
2010-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.5,"calama0065"
2010-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.5,"calama0065"
2010-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.1,"calama0065"
2010-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.9,"calama0065"
2011-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2011-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.9,"calama0065"
2011-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.9,"calama0065"
2011-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.6,"calama0065"
2012-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.1,"calama0065"
2012-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.5,"calama0065"
2012-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.5,"calama0065"
2012-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.1,"calama0065"
2013-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.4,"calama0065"
2013-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.6,"calama0065"
2013-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.2,"calama0065"
2013-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.8,"calama0065"
2014-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2,"calama0065"
2014-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.3,"calama0065"
2014-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.8,"calama0065"
2014-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.1,"calama0065"
2015-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.3,"calama0065"
2015-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.8,"calama0065"
2015-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",0.9,"calama0065"
2015-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",0.2,"calama0065"
2016-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",-1.2,"calama0065"
2016-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",-1.8,"calama0065"
2016-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",-1.1,"calama0065"
2016-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",-0.1,"calama0065"
2017-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.8,"calama0065"
2017-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.1,"calama0065"
2017-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2017-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2018-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4,"calama0065"
2018-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.2,"calama0065"
2018-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.9,"calama0065"
2018-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.8,"calama0065"
2019-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1.5,"calama0065"
2019-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.6,"calama0065"
2019-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.3,"calama0065"
2019-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3,"calama0065"
2020-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2020-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",7.5,"calama0065"
2020-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",6.3,"calama0065"
2020-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.7,"calama0065"
2021-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",6,"calama0065"
2021-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",1,"calama0065"
2021-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",2.6,"calama0065"
2021-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2022-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.6,"calama0065"
2022-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.2,"calama0065"
2022-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.5,"calama0065"
2022-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.3,"calama0065"
2023-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3,"calama0065"
2023-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.3,"calama0065"
2023-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.3,"calama0065"
2023-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.3,"calama0065"
2024-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.6,"calama0065"
2024-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.3,"calama0065"
2024-07-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.7,"calama0065"
2024-10-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",5.3,"calama0065"
2025-01-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",4.6,"calama0065"
2025-04-01,"Canada, Labor Market Indicators, Wage-common Inputs, National Accounts (Hourly Wages & Salaries), Change Y/Y",3.7,"calama0065"
