"Date","description","Value","Macrobond_Code"
2023-03-31,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.84,"gbbust1603"
2023-04-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.06,"gbbust1603"
2023-04-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",2.61,"gbbust1603"
2023-04-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",16.9,"gbbust1603"
2023-04-04,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",12.8,"gbbust1603"
2023-04-05,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.65,"gbbust1603"
2023-04-06,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14.69,"gbbust1603"
2023-04-07,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",21.07,"gbbust1603"
2023-04-08,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.16,"gbbust1603"
2023-04-09,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",8.42,"gbbust1603"
2023-04-10,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",26.2,"gbbust1603"
2023-04-11,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-12.51,"gbbust1603"
2023-04-12,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.23,"gbbust1603"
2023-04-13,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-10.26,"gbbust1603"
2023-04-14,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-19.58,"gbbust1603"
2023-04-15,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.25,"gbbust1603"
2023-04-16,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-17.67,"gbbust1603"
2023-04-17,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-42.64,"gbbust1603"
2023-04-18,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.02,"gbbust1603"
2023-04-19,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.75,"gbbust1603"
2023-04-20,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-7.99,"gbbust1603"
2023-04-21,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.28,"gbbust1603"
2023-04-22,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.64,"gbbust1603"
2023-04-23,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.7,"gbbust1603"
2023-04-24,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.59,"gbbust1603"
2023-04-25,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",4.66,"gbbust1603"
2023-04-26,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.29,"gbbust1603"
2023-04-27,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.62,"gbbust1603"
2023-04-28,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.17,"gbbust1603"
2023-04-29,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.73,"gbbust1603"
2023-04-30,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.12,"gbbust1603"
2023-05-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.27,"gbbust1603"
2023-05-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.28,"gbbust1603"
2023-05-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.08,"gbbust1603"
2023-05-04,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.64,"gbbust1603"
2023-05-05,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-13.02,"gbbust1603"
2023-05-06,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-24.05,"gbbust1603"
2023-05-07,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.58,"gbbust1603"
2023-05-08,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",45.64,"gbbust1603"
2023-05-09,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-19.67,"gbbust1603"
2023-05-10,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-10.64,"gbbust1603"
2023-05-11,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.93,"gbbust1603"
2023-05-12,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-15.15,"gbbust1603"
2023-05-13,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-9.64,"gbbust1603"
2023-05-14,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.34,"gbbust1603"
2023-05-15,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.06,"gbbust1603"
2023-05-16,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.89,"gbbust1603"
2023-05-17,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.66,"gbbust1603"
2023-05-18,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.33,"gbbust1603"
2023-05-19,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.73,"gbbust1603"
2023-05-20,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.42,"gbbust1603"
2023-05-21,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.58,"gbbust1603"
2023-05-22,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.3,"gbbust1603"
2023-05-23,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.26,"gbbust1603"
2023-05-24,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.39,"gbbust1603"
2023-05-25,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-9.86,"gbbust1603"
2023-05-26,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-9.87,"gbbust1603"
2023-05-27,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.79,"gbbust1603"
2023-05-28,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.83,"gbbust1603"
2023-05-29,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",29.91,"gbbust1603"
2023-05-30,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.87,"gbbust1603"
2023-05-31,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-17.36,"gbbust1603"
2023-06-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-28.95,"gbbust1603"
2023-06-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-18.4,"gbbust1603"
2023-06-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.82,"gbbust1603"
2023-06-04,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.72,"gbbust1603"
2023-06-05,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.56,"gbbust1603"
2023-06-06,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.5,"gbbust1603"
2023-06-07,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.53,"gbbust1603"
2023-06-08,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.89,"gbbust1603"
2023-06-09,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.2,"gbbust1603"
2023-06-10,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.15,"gbbust1603"
2023-06-11,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-7.52,"gbbust1603"
2023-06-12,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.46,"gbbust1603"
2023-06-13,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.15,"gbbust1603"
2023-06-14,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.83,"gbbust1603"
2023-06-15,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.9,"gbbust1603"
2023-06-16,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.51,"gbbust1603"
2023-06-17,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.18,"gbbust1603"
2023-06-18,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.73,"gbbust1603"
2023-06-19,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.38,"gbbust1603"
2023-06-20,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",14,"gbbust1603"
2023-06-21,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.67,"gbbust1603"
2023-06-22,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.79,"gbbust1603"
2023-06-23,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.6,"gbbust1603"
2023-06-24,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.51,"gbbust1603"
2023-06-25,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.35,"gbbust1603"
2023-06-26,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.61,"gbbust1603"
2023-06-27,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-6.82,"gbbust1603"
2023-06-28,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.82,"gbbust1603"
2023-06-29,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.09,"gbbust1603"
2023-06-30,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.02,"gbbust1603"
2023-07-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.4,"gbbust1603"
2023-07-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",2.63,"gbbust1603"
2023-07-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.21,"gbbust1603"
2023-07-04,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.65,"gbbust1603"
2023-07-05,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.33,"gbbust1603"
2023-07-06,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.1,"gbbust1603"
2023-07-07,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",2.55,"gbbust1603"
2023-07-08,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.33,"gbbust1603"
2023-07-09,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",7.13,"gbbust1603"
2023-07-10,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.26,"gbbust1603"
2023-07-11,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.04,"gbbust1603"
2023-07-12,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.16,"gbbust1603"
2023-07-13,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.86,"gbbust1603"
2023-07-14,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.3,"gbbust1603"
2023-07-15,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",6.41,"gbbust1603"
2023-07-16,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",10.67,"gbbust1603"
2023-07-17,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",5.4,"gbbust1603"
2023-07-18,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",16.73,"gbbust1603"
2023-07-19,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.12,"gbbust1603"
2023-07-20,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-9.39,"gbbust1603"
2023-07-21,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.18,"gbbust1603"
2023-07-22,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.78,"gbbust1603"
2023-07-23,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.06,"gbbust1603"
2023-07-24,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.83,"gbbust1603"
2023-07-25,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.63,"gbbust1603"
2023-07-26,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.97,"gbbust1603"
2023-07-27,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.18,"gbbust1603"
2023-07-28,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.7,"gbbust1603"
2023-07-29,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.09,"gbbust1603"
2023-07-30,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.74,"gbbust1603"
2023-07-31,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.99,"gbbust1603"
2023-08-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.44,"gbbust1603"
2023-08-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.57,"gbbust1603"
2023-08-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.19,"gbbust1603"
2023-08-04,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.52,"gbbust1603"
2023-08-05,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.18,"gbbust1603"
2023-08-06,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.69,"gbbust1603"
2023-08-07,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.95,"gbbust1603"
2023-08-08,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-7.17,"gbbust1603"
2023-08-09,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.51,"gbbust1603"
2023-08-10,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-7.76,"gbbust1603"
2023-08-11,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-8.52,"gbbust1603"
2023-08-12,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.7,"gbbust1603"
2023-08-13,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.53,"gbbust1603"
2023-08-14,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.05,"gbbust1603"
2023-08-15,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.6,"gbbust1603"
2023-08-16,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.31,"gbbust1603"
2023-08-17,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",3.41,"gbbust1603"
2023-08-18,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.2,"gbbust1603"
2023-08-19,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",0.21,"gbbust1603"
2023-08-20,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-5.68,"gbbust1603"
2023-08-21,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.34,"gbbust1603"
2023-08-22,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-2.07,"gbbust1603"
2023-08-23,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.45,"gbbust1603"
2023-08-24,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.56,"gbbust1603"
2023-08-25,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-3.67,"gbbust1603"
2023-08-26,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.69,"gbbust1603"
2023-08-27,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.46,"gbbust1603"
2023-08-28,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.14,"gbbust1603"
2023-08-29,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.14,"gbbust1603"
2023-08-30,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-0.9,"gbbust1603"
2023-08-31,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",1.91,"gbbust1603"
2023-09-01,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-7.23,"gbbust1603"
2023-09-02,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-4.72,"gbbust1603"
2023-09-03,"United Kingdom, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, Total, by Day",-1.02,"gbbust1603"
